,제목,기관,키워드,카테고리목록,요약,링크
463,사운더블예술단 (발달장애청소년 합창단) [비나리],유튜브 채널 사단법인아르크,"사운더블예술단, 발달장애청소년, 합창, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=1452
464,삼성&아르크 수화합창단 [흰수염고래] (발달장애청소년 합창단 special needs choir),유튜브 채널 사단법인아르크,"삼성, 아르크, 수화합창단, 흰수염고래, 발달장애청소년, 합창, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=1450
465,JL희망합창단_노래하는 일자리 발달장애청소년 합창단,유튜브 채널 Youngsik KIM,"기타, 합창, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 발달장애청소년, 일자리",기타/합창; 유튜브/합창; 직업/합창; 건강/합창; 부모교육 및 지원정책/합창; 우리들의 이야기/합창; 교육/합창; 취미/합창; 요리/합창; 안전/합창,,https://www.damoa.or.kr/main/cmf_video.php?no=1336
466,바다를 지키는 해양경찰 이야기,EBS,"해양경찰, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 안전, 기타, 유튜브, 직업, 바다, 이야기",건강/해양경찰; 부모교육 및 지원정책/해양경찰; 우리들의 이야기/해양경찰; 교육/해양경찰; 취미/해양경찰; 요리/해양경찰; 안전/해양경찰; 기타/해양경찰; 유튜브/해양경찰; 직업/해양경찰,,https://www.damoa.or.kr/main/cmf_video.php?no=29
467,"진우의 햄버거 먹기, 먹방이라고 하나요~",유튜브 채널 발달장애 진우의 자립생활,"요리, 햄버거, 교육, 안전, 취미, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 먹방, 진우",요리/햄버거; 교육/햄버거; 안전/햄버거; 취미/햄버거; 기타/햄버거; 유튜브/햄버거; 직업/햄버거; 건강/햄버거; 부모교육 및 지원정책/햄버거; 우리들의 이야기/햄버거,,https://www.damoa.or.kr/main/cmf_video.php?no=2313
468,진우 햄버거 먹기- 이렇게 힘든 일일까요.,유튜브 채널 발달장애 진우의 자립생활,"요리, 햄버거, 교육, 안전, 취미, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 진우, 먹기, 힘든 일",요리/햄버거; 교육/햄버거; 안전/햄버거; 취미/햄버거; 기타/햄버거; 유튜브/햄버거; 직업/햄버거; 건강/햄버거; 부모교육 및 지원정책/햄버거; 우리들의 이야기/햄버거,,https://www.damoa.or.kr/main/cmf_video.php?no=2283
469,발달장애 있는 여동생과 햄버거 조지기♥️,유튜브 채널 사라있네,"요리, 햄버거, 교육, 안전, 취미, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 발달장애, 여동생, 조리",요리/햄버거; 교육/햄버거; 안전/햄버거; 취미/햄버거; 기타/햄버거; 유튜브/햄버거; 직업/햄버거; 건강/햄버거; 부모교육 및 지원정책/햄버거; 우리들의 이야기/햄버거,,https://www.damoa.or.kr/main/cmf_video.php?no=1526
470,집에서 할 수 있는 홈트레이닝,시청자미디어재단,"홈트레이닝, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전",기타/홈트레이닝; 유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 부모교육 및 지원정책/홈트레이닝; 우리들의 이야기/홈트레이닝; 취미/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 안전/홈트레이닝,,https://www.damoa.or.kr/main/cmf_video.php?no=3820
471,누구나 쉽고 재미있게 할 수 있는 방구석 운동법,시청자미디어재단,"기타, 홈트레이닝, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전, 방구석 운동법, 쉽고 재미있게",기타/홈트레이닝; 유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 부모교육 및 지원정책/홈트레이닝; 우리들의 이야기/홈트레이닝; 취미/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 안전/홈트레이닝,,https://www.damoa.or.kr/main/cmf_video.php?no=2534
472,모두의 집중력을 키우는 요가,EBS,"요가, 집중력, 홈트레이닝, 건강, 부모교육, 유튜브, 직업, 우리들의 이야기, 취미, 요리, 교육, 안전",기타/홈트레이닝; 유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 부모교육 및 지원정책/홈트레이닝; 우리들의 이야기/홈트레이닝; 취미/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 안전/홈트레이닝,,https://www.damoa.or.kr/main/cmf_video.php?no=117
473,운동을 하기 전에 꼭 해야하는 준비운동,EBS,"운동, 준비운동, 홈트레이닝, 건강, 기타, 유튜브, 직업, 부모교육, 지원정책, 우리들의 이야기, 취미, 요리, 교육, 안전",기타/홈트레이닝; 유튜브/홈트레이닝; 직업/홈트레이닝; 건강/홈트레이닝; 부모교육 및 지원정책/홈트레이닝; 우리들의 이야기/홈트레이닝; 취미/홈트레이닝; 요리/홈트레이닝; 교육/홈트레이닝; 안전/홈트레이닝,,https://www.damoa.or.kr/main/cmf_video.php?no=113
474,발달장애 은혜작가가 그리는 프리디칼로,유튜브 채널 니얼굴_은혜씨 Eun hye,"안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 취미, 요리, 발달장애, 은혜작가, 프리디칼로, 화상",안전/화상; 기타/화상; 유튜브/화상; 직업/화상; 건강/화상; 부모교육 및 지원정책/화상; 우리들의 이야기/화상; 교육/화상; 취미/화상; 요리/화상,,https://www.damoa.or.kr/main/cmf_video.php?no=4398
475,발달장애인을 위한 안전한 직장생활 #화상사고예방 편,한국장애인고용공단,"안전, 화상, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 취미, 요리, 발달장애인, 직장생활, 사고예방",안전/화상; 기타/화상; 유튜브/화상; 직업/화상; 건강/화상; 부모교육 및 지원정책/화상; 우리들의 이야기/화상; 교육/화상; 취미/화상; 요리/화상,,https://www.damoa.or.kr/main/cmf_video.php?no=3810
476,"추운 겨울, '저온화상' 조심해요",EBS,"안전, 화상, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 취미, 요리, 저온화상, 겨울",안전/화상; 기타/화상; 유튜브/화상; 직업/화상; 건강/화상; 부모교육 및 지원정책/화상; 우리들의 이야기/화상; 교육/화상; 취미/화상; 요리/화상,,https://www.damoa.or.kr/main/cmf_video.php?no=2745
477,핫팩을 사용하다 화상을 입을 수 있다고?,유튜브 채널 행정안전부,"안전, 화상, 기타, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 핫팩, 화상 위험",안전/화상; 기타/화상; 유튜브/화상; 직업/화상; 건강/화상; 부모교육 및 지원정책/화상; 우리들의 이야기/화상; 교육/화상; 취미/화상; 요리/화상,,https://www.damoa.or.kr/main/cmf_video.php?no=2579
478,와보숑이만난풍경 e13 장애인 가족과 함께하는 영화상영회,성북마을tv,"안전, 기타, 유튜브, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 취미, 요리, 장애인, 가족, 영화상영회",안전/화상; 기타/화상; 유튜브/화상; 직업/화상; 건강/화상; 부모교육 및 지원정책/화상; 우리들의 이야기/화상; 교육/화상; 취미/화상; 요리/화상,,https://www.damoa.or.kr/main/cmf_video.php?no=2474
479,생활 속 안전 정보를 알아보는 안전한 퀴즈,시청자미디어재단,"유튜브, 화재, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 생활, 퀴즈",유튜브/화재; 직업/화재; 건강/화재; 부모교육 및 지원정책/화재; 우리들의 이야기/화재; 교육/화재; 안전/화재; 취미/화재; 요리/화재; 기타/화재,,https://www.damoa.or.kr/main/cmf_video.php?no=2758
480,화재시 행동요령에 대하여 알아보아요.,유튜브 채널 행정안전부,"유튜브, 화재, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 행동요령",유튜브/화재; 직업/화재; 건강/화재; 부모교육 및 지원정책/화재; 우리들의 이야기/화재; 교육/화재; 안전/화재; 취미/화재; 요리/화재; 기타/화재,,https://www.damoa.or.kr/main/cmf_video.php?no=2580
481,화재시 대피요령,유튜브 채널 행정안전부,"유튜브, 화재, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 대피요령",유튜브/화재; 직업/화재; 건강/화재; 부모교육 및 지원정책/화재; 우리들의 이야기/화재; 교육/화재; 안전/화재; 취미/화재; 요리/화재; 기타/화재,,https://www.damoa.or.kr/main/cmf_video.php?no=2547
482,발달장애 어린이 신호등 / 화재대피 체험 VR,유튜브 채널 M-line Studio,"발달장애, 어린이, 신호등, 화재대피, 체험, VR, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타",유튜브/화재; 직업/화재; 건강/화재; 부모교육 및 지원정책/화재; 우리들의 이야기/화재; 교육/화재; 안전/화재; 취미/화재; 요리/화재; 기타/화재,,https://www.damoa.or.kr/main/cmf_video.php?no=3885
483,[발달장애예술인 지원사업] 2021 예술공작소R 온라인전시,유튜브 채널 호반문화재단,"유튜브, 화재, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 발달장애예술인, 예술공작소R, 온라인전시",유튜브/화재; 직업/화재; 건강/화재; 부모교육 및 지원정책/화재; 우리들의 이야기/화재; 교육/화재; 안전/화재; 취미/화재; 요리/화재; 기타/화재,,https://www.damoa.or.kr/main/cmf_video.php?no=2837
484,발달장애인의 안전을 위한 VR(가상현실) 교육,유튜브 채널 서울장애인부모연대송파지회,"발달장애인, 안전, VR, 가상현실, 유튜브, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 취미, 요리, 기타, 화재",유튜브/화재; 직업/화재; 건강/화재; 부모교육 및 지원정책/화재; 우리들의 이야기/화재; 교육/화재; 안전/화재; 취미/화재; 요리/화재; 기타/화재,,https://www.damoa.or.kr/main/cmf_video.php?no=1269
485,문서를 작성하고 서류 정리를 돕는 #사무보조원,한국장애인고용공단,"유튜브, 회사원, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 사무보조원",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=2768
486,회사생활 잘 하는 법(한걸음 생활백서 직장 편),한국장애인개발원(울산센터),"유튜브, 회사원, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 회사생활, 한걸음, 직장",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=1990
487,꽁트 [천천히생활백서_면접편] 교육 영상,사단법인 전국장애인부모연대,"유튜브, 회사원, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 면접, 꽁트, 천천히생활백서",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=1926
488,꽁트 [천천히생활백서_퇴근편] 교육 영상,사단법인 전국장애인부모연대,"유튜브, 회사원, 직업, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 꽁트, 퇴근, 생활백서",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=1919
489,꽁트 [천천히생활백서_출근편] 교육 영상,사단법인 전국장애인부모연대,"유튜브, 회사원, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 꽁트, 출근편, 천천히생활백서",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=1917
490,꽁트 천천히생활백서 술자리매너 교육 영상,사단법인 전국장애인부모연대,"유튜브, 회사원, 건강, 부모교육, 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 술자리 매너, 꽁트, 천천히 생활백서",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=1908
491,직업체험관 탐방 이야기,EBS,"유튜브, 회사원, 직업, 건강, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 직업체험관, 탐방, 이야기",유튜브/회사원; 직업/회사원; 건강/회사원; 부모교육 및 지원정책/회사원; 우리들의 이야기/회사원; 교육/회사원; 안전/회사원; 취미/회사원; 요리/회사원; 기타/회사원,,https://www.damoa.or.kr/main/cmf_video.php?no=107
492,횡단보도 건널 때는 어떻게 건너야 할까요?,EBS,"건강, 횡단보도 건너기, 부모교육 및 지원정책, 우리들의 이야기, 교육, 안전, 취미, 요리, 기타, 유튜브, 직업",건강/횡단보도 건너기; 부모교육 및 지원정책/횡단보도 건너기; 우리들의 이야기/횡단보도 건너기; 교육/횡단보도 건너기; 안전/횡단보도 건너기; 취미/횡단보도 건너기; 요리/횡단보도 건너기; 기타/횡단보도 건너기; 유튜브/횡단보도 건너기; 직업/횡단보도 건너기,,https://www.damoa.or.kr/main/cmf_video.php?no=14
